Company Name,City,State,Location
ST. ONGE COMPANY,YORK,PENNSYLVANIA,"39.961066, -76.7269596"
"STACEY HOYT, PHD, INC.",BRAWLEY,CALIFORNIA,"32.9786566, -115.530267"
STANDARD AERO (SAN ANTONIO) INC.,SAN ANTONIO,TEXAS,"29.4251905, -98.4945922"
STANDARDS WORK INC,QUINCY,MASSACHUSETTS,"42.2513961, -71.00237369999999"
"STANLEY CONSULTANTS, INC.",MUSCATINE,IOWA,"41.424473, -91.0432051"
STANLEY CONSULTANTS-STANTEC JV,MINNEAPOLIS,MINNESOTA,"44.977753, -93.2650108"
STANLEY-DOWL JOINT VENTURE,MUSCATINE,IOWA,"41.424473, -91.0432051"
STANLEY-OLSSON JOINT VENTURE,CENTENNIAL,COLORADO,"39.5807452, -104.8771726"
STANTEC CONSULTING SERVICES INC.,RALEIGH,NORTH CAROLINA,"35.7795897, -78.6381787"
STANTEC CONSULTING SERVICES INC.,LEXINGTON,KENTUCKY,"38.0389091, -84.5152662"
STANTEC CONSULTING SERVICES INC.,SAINT LOUIS,MISSOURI,"38.6270025, -90.19940419999999"
STANTEC CONSULTING SERVICES INC.,LAUREL,MARYLAND,"39.0992752, -76.8483061"
STANTEC CONSULTING SERVICES INC.,DENVER,COLORADO,"39.7392358, -104.990251"
STANTEC CONSULTING SERVICES INC.,BROOMFIELD,COLORADO,"39.9205411, -105.0866504"
STANTEC CONSULTING SERVICES INC.,BURLINGTON,MASSACHUSETTS,"42.5047161, -71.1956205"
STANTEC CONSULTING SERVICES INC.,ANCHORAGE,ALASKA,"61.2175758, -149.8996785"
STANTEC GS-AECOM PACIFIC JV,HONOLULU,HAWAII,"21.3098845, -157.8581401"
STANTEC TETRA TECH JV II,LEXINGTON,KENTUCKY,"38.0389091, -84.5152662"
STANTEC-FNI JV,LEXINGTON,KENTUCKY,"38.0389091, -84.5152662"
STARKEY LABORATORIES INC,EDEN PRAIRIE,MINNESOTA,"44.8546856, -93.47078599999999"
"STARR II, A JOINT VENTURE",CALVERTON,MARYLAND,"39.0576091, -76.9358082"
STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,RALEIGH,NORTH CAROLINA,"35.7795897, -78.6381787"
STATE OF OREGON DEPARTMENT OF FISH AND WILDLIFE,SALEM,OREGON,"44.9362411, -123.0407496"
STEEL FOUNDERS SOCIETY OF AMERICA INC,CRYSTAL LAKE,ILLINOIS,"42.2411344, -88.31619649999999"
STEELCASE INC.,GRAND RAPIDS,MICHIGAN,"42.9704146, -85.6721946"
STELLANT SYSTEMS INC,TORRANCE,CALIFORNIA,"33.8369217, -118.3407451"
STELLAR SCIENCE LTD. CO.,ALBUQUERQUE,NEW MEXICO,"35.0843859, -106.650422"
"STELLAR SOLUTIONS, INC.",LOS ALTOS,CALIFORNIA,"37.3852183, -122.1141298"
STERIS CORPORATION,MENTOR,OHIO,"41.6661573, -81.339552"
"STERIS INSTRUMENT MANAGEMENT SERVICES, INC.",FORT LAUDERDALE,FLORIDA,"26.1224386, -80.13731740000001"
STERLING COMPUTERS CORPORATION,NORTH SIOUX CITY,SOUTH DAKOTA,"42.5272168, -96.48308639999999"
"STERLING MEDICAL ASSOCIATES, INC",CINCINNATI,OHIO,"39.1031182, -84.5120196"
STEVENS INSTITUTE OF TECHNOLOGY (INC),HOBOKEN,NEW JERSEY,"40.7371004, -74.03130469999999"
"STG INTERNATIONAL, INC.",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
STONS INC,EDISON,NEW JERSEY,"40.5168636, -74.40628250000002"
STRATAS FOODS LLC,CORDOVA,TENNESSEE,"35.1598391, -89.761545"
"STRATEGIC ANALYSIS, INC.",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
"STRATEGIC RESOURCES, INC.",MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
"STRAUB CONSTRUCTION, INC.",FALLBROOK,CALIFORNIA,"33.3764196, -117.2511466"
STRING KING LACROSSE LLC,GARDENA,CALIFORNIA,"33.8837294, -118.3091185"
STRONGHOLD ENGINEERING INCORPORATED,RIVERSIDE,CALIFORNIA,"33.9806005, -117.3754942"
STRUCTSURE PROJECTS INC,KANSAS CITY,MISSOURI,"39.0997265, -94.5785667"
"STRUCTURAL PRESERVATION SYSTEMS, LLC",COLUMBIA,MARYLAND,"39.2037144, -76.86104619999999"
STRYKER CORPORATION,SAN JOSE,CALIFORNIA,"37.33874, -121.8852525"
STRYKER CORPORATION,PORTAGE,MICHIGAN,"42.2009945, -85.591613"
STRYTEN ENERGY LLC,ALPHARETTA,GEORGIA,"34.0746204, -84.29228619999999"
"STS INTERNATIONAL, INCORPORATED",BERKELEY SPRINGS,WEST VIRGINIA,"39.62699020000001, -78.2271957"
STUDIO GANG ARCHITECTS LTD,CHICAGO,ILLINOIS,"41.8781136, -87.6297982"
STUDIOS ARCHITECTURE,WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
SUMMIT CONSULTING LLC,WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
"SUMMIT TECHNOLOGIES, INC.",NAVARRE,FLORIDA,"30.4109342, -86.91232169999999"
"SUNOCO, LLC",DALLAS,TEXAS,"32.7766642, -96.79698789999999"
"SUNTIVA, LLC",FALLS CHURCH,VIRGINIA,"38.88233400000001, -77.1710914"
"SUPPORT SYSTEMS ASSOCIATES, INC.",MELBOURNE,FLORIDA,"28.0794398, -80.6078048"
"SWBR AND SMITH GROUP, PPLC ARCHITECTS AND ENGINEERS IN JOINT VENTURE",ROCHESTER,NEW YORK,"43.15657789999999, -77.6088465"
SWINERTON BUILDERS,CONCORD,CALIFORNIA,"37.9817195, -122.025904"
SYBLON-REID CO.,FOLSOM,CALIFORNIA,"38.6719495, -121.1612945"
"SYMETRICS INDUSTRIES, LLC",MELBOURNE,FLORIDA,"28.0794398, -80.6078048"
SYMMES MAINI & MCKEE ASSOCIATES INC,CAMBRIDGE,MASSACHUSETTS,"42.3666036, -71.1056916"
"SYRINGA NETWORKS, LLC",BOISE,IDAHO,"43.6150186, -116.2023137"
"SYSCO HAMPTON ROADS, INC.",SUFFOLK,VIRGINIA,"36.7282054, -76.5835621"
"SYSMEX AMERICA, INC.",LINCOLNSHIRE,ILLINOIS,"42.1976016, -87.9317683"
SYSTEM HIGH CORPORATION,CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
"SYSTEM STUDIES & SIMULATION, INC.",HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
SYSTEMS APPLICATION & TECHNOLOGIES INC,UPPER MARLBORO,MARYLAND,"38.8159473, -76.74969089999999"
"SYSTEMS MADE SIMPLE, INC.",SYRACUSE,NEW YORK,"43.0494832, -76.14739770000001"
"SYSTEMS PLANNING AND ANALYSIS, INC.",ALEXANDRIA,VIRGINIA,"38.804693, -77.0435257"
"SYSTEMS TECHNOLOGY FORUM, LTD.",FREDERICKSBURG,VIRGINIA,"38.3003751, -77.4588059"
TACTAIR FLUID CONTROLS INC,LIVERPOOL,NEW YORK,"43.102511, -76.2047882"
TACTICAL AIR SUPPORT INC,RENO,NEVADA,"39.529919, -119.8142691"
TALBERT HOUSE,CINCINNATI,OHIO,"39.1031182, -84.5120196"
"TAMPA MICROWAVE, LLC",CLEARWATER,FLORIDA,"27.9655722, -82.7958948"
"TANTUS TECHNOLOGIES, INC.",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
"TAPESTRY SOLUTIONS, INC.",SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
TARLTON CORP,SAINT LOUIS,MISSOURI,"38.6270025, -90.19940419999999"
"TATE, INCORPORATED",ALEXANDRIA,VIRGINIA,"38.804693, -77.0435257"
"TAYLOR DEFENSE PRODUCTS, LLC",LOUISVILLE,MISSISSIPPI,"33.1237377, -89.0550624"
"TCOM, LIMITED PARTNERSHIP A/K/A TCOM, L.P.",COLUMBIA,MARYLAND,"39.2037144, -76.86104619999999"
"TEAC AEROSPACE TECHNOLOGIES, INC.",MELBOURNE,FLORIDA,"28.0794398, -80.6078048"
"TEASDALE FOODS, INC.",CARROLLTON,TEXAS,"32.9756415, -96.8899636"
"TECHFLOW, INC.",SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
"TECHLAW CONSULTANTS, INC.",CHANTILLY,VIRGINIA,"38.88698189999999, -77.4390375"
TECHNATOMY CORPORATION,FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
TECHNICA LLC,CHARLESTON,SOUTH CAROLINA,"32.7833163, -79.9319664"
TECHNOLOGY SERVICE CORPORATION,ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
"TECHNOMICS, INC.",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
TECHTRANS INTERNATIONAL INCORPORATED,HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
"TECOLOTE RESEARCH, INC.",GOLETA,CALIFORNIA,"34.4358294, -119.8276389"
TEKSYNAP CORPORATION,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
"TELEDYNE BROWN ENGINEERING, INC.",HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
"TELEDYNE DEFENSE ELECTRONICS, LLC",TORRANCE,CALIFORNIA,"33.8369217, -118.3407451"
"TELEDYNE DEFENSE ELECTRONICS, LLC",RANCHO CORDOVA,CALIFORNIA,"38.587876, -121.2867722"
"TELEDYNE FLIR DEFENSE, INC.",ELKRIDGE,MARYLAND,"39.1978788, -76.7625073"
TELEDYNE INSTRUMENTS INC,PORTSMOUTH,NEW HAMPSHIRE,"43.0702046, -70.7546771"
"TELEDYNE INSTRUMENTS, INC.",NORTH FALMOUTH,MASSACHUSETTS,"41.6445703, -70.630494"
"TELEDYNE SCIENTIFIC & IMAGING, LLC",THOUSAND OAKS,CALIFORNIA,"34.1761133, -118.8487793"
TELEPHONICS CORPORATION,FARMINGDALE,NEW YORK,"40.7325997, -73.4454009"
TELESIS CORPORATION,MCLEAN,VIRGINIA,"38.9338676, -77.1772604"
TELETRONICS TECHNOLOGY CORPORATION,NEWTOWN,PENNSYLVANIA,"40.2283371, -74.9322596"
TELOS CORPORATION,ASHBURN,VIRGINIA,"39.0437567, -77.4874416"
"TEMPUS LABS, INC.",CHICAGO,ILLINOIS,"41.8781136, -87.6297982"
"TENCATE ADVANCED ARMOR USA, INC.",HEBRON,OHIO,"39.9617305, -82.4912676"
"TERADYNE, INC.",NORTH READING,MASSACHUSETTS,"42.5750939, -71.0786653"
TERMA NORTH AMERICA INC.,WARNER ROBINS,GEORGIA,"32.6130007, -83.624201"
"TERRAPIN UTILITY SERVICES, INC.",ANDREWS AFB,MARYLAND,"38.7965203, -76.8836261"
TERRASOND LIMITED,PALMER,ALASKA,"61.599415, -149.1146333"
"TESTEK, LLC",WIXOM,MICHIGAN,"42.5247555, -83.5363268"
"TETRA TECH EC, INC.",HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
"TETRA TECH, INC",JACKSONVILLE,FLORIDA,"30.3297566, -81.6591529"
"TETRA TECH, INC.",SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
"TETRA TECH, INC.",DULUTH,GEORGIA,"34.0028786, -84.1446376"
"TETRA TECH, INC.",PASADENA,CALIFORNIA,"34.1476527, -118.144302"
"TETRA TECH, INC.",NORFOLK,VIRGINIA,"36.8507689, -76.28587259999999"
"TETRA TECH, INC.",OAKLAND,CALIFORNIA,"37.8043514, -122.2711639"
"TETRA TECH, INC.",FAIRFAX,VIRGINIA,"38.8459879, -77.3053035"
"TETRA TECH, INC.",KANSAS CITY,MISSOURI,"39.0997265, -94.5785667"
"TETRA TECH, INC.",GERMANTOWN,MARYLAND,"39.1731621, -77.2716502"
"TETRA TECH, INC.",DENVER,COLORADO,"39.7392358, -104.990251"
"TETRA TECH, INC.",KING OF PRUSSIA,PENNSYLVANIA,"40.1012856, -75.3835525"
"TETRA TECH, INC.",PITTSBURGH,PENNSYLVANIA,"40.4386612, -79.99723519999999"
"TETRA TECH, INC.",CHICAGO,ILLINOIS,"41.8781136, -87.6297982"
"TETRA TECH, INC.",MARLBOROUGH,MASSACHUSETTS,"42.3459271, -71.5522874"
"TETRA TECH, INC.",SEATTLE,WASHINGTON,"47.6061389, -122.3328481"
"TETRA TECH, INC.",BELLEVUE,WASHINGTON,"47.6101497, -122.2015159"
"TETRA TECH, INC.",ALBUQUERQUE,NEW MEXICO,"35.0843859, -106.650422"
TETRA TECH/MASON & HANGER JOINT VENTURE,ANN ARBOR,MICHIGAN,"42.2808256, -83.7430378"
TETRA TECH-BLACK & VEATCH JV,IRVINE,CALIFORNIA,"33.6845673, -117.8265049"
"TEVA PHARMACEUTICALS USA, INC.",NORTH WALES,PENNSYLVANIA,"40.2109404, -75.2782317"
TEXAS A & M UNIVERSITY SYSTEM HEALTH SCIENCE CENTER,COLLEGE STATION,TEXAS,"30.6210482, -96.3255016"
TEXAS A&M ENGINEERING EXPERIMENT STATION,COLLEGE STATION,TEXAS,"30.6210482, -96.3255016"
TEXAS TECH UNIVERSITY SYSTEM,LUBBOCK,TEXAS,"33.5778239, -101.8552934"
TEXAS WORKFORCE COMMISSION,AUSTIN,TEXAS,"30.267153, -97.7430608"
"TEXSTARS, LLC",GRAND PRAIRIE,TEXAS,"32.7459645, -96.99778459999999"
TEXTRON AVIATION DEFENSE LLC,WICHITA,KANSAS,"37.693452, -97.3382202"
TEXTRON AVIATION INC,WICHITA,KANSAS,"37.693452, -97.3382202"
TEXTRON INC.,NEW ORLEANS,LOUISIANA,"29.9508941, -90.07583559999999"
TEXTRON SYSTEMS CORPORATION,HUNT VALLEY,MARYLAND,"39.4900013, -76.65850739999999"
THALES DEFENSE & SECURITY INC,CLARKSBURG,MARYLAND,"39.2276461, -77.25201009999999"
"THALES USA, INC.",OVERLAND PARK,KANSAS,"38.9822282, -94.6707917"
THALLE CONSTRUCTION CO INC,HILLSBOROUGH,NORTH CAROLINA,"36.0754183, -79.0997347"
THE ALPHA HOUSE OF SPRINGFIELD,SPRINGFIELD,MISSOURI,"37.2089572, -93.29229889999999"
THE BOEING COMPANY,ALBUQUERQUE,NEW MEXICO,"35.0843859, -106.650422"
THE BOEING COMPANY,SAINT LOUIS,MISSOURI,"38.6270025, -90.19940419999999"
THE BOEING COMPANY,TUKWILA,WASHINGTON,"47.4748399, -122.2726248"
THE FOX FOUNDATION INC,TAMPA,FLORIDA,"27.9516896, -82.45875269999999"
THE GENERAL HOSPITAL CORPORATION,BOSTON,MASSACHUSETTS,"42.3555076, -71.0565364"
THE GLOBAL ALLIANCE FOR TB DRUG DEVELOPMENT INC,NEW YORK,NEW YORK,"40.7127753, -74.0059728"
THE MERCHANTS COMPANY,HATTIESBURG,MISSISSIPPI,"31.3271189, -89.29033919999999"
THE MIL CORPORATION,BOWIE,MARYLAND,"39.0067768, -76.77913649999999"
THE MITRE CORPORATION,MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
"THE NAVAL AVIATION MUSEUM FOUNDATION, INC.",PENSACOLA,FLORIDA,"30.4076647, -87.2189746"
THE REGENTS OF THE UNIVERSITY OF COLORADO,AURORA,COLORADO,"39.7294319, -104.8319195"
THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,STONY BROOK,NEW YORK,"40.9256538, -73.1409429"
THE SURVICE ENGINEERING COMPANY LLC,BELCAMP,MARYLAND,"39.4737199, -76.24134459999999"
THE TRAVIS ASSOCIATION FOR THE BLIND,AUSTIN,TEXAS,"30.267153, -97.7430608"
THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,NEW YORK,NEW YORK,"40.7127753, -74.0059728"
"THE UNIVERISTY OF TEXAS MD ANDERSON CANCER CENTER, A COMPONENT OF THE UNIVERISTY OF TEXAS SYSTEM",HOUSTON,TEXAS,"29.7600771, -95.37011079999999"
THE UNIVERSITY OF IOWA,IOWA CITY,IOWA,"41.6578257, -91.53461689999999"
THE UNIVERSITY OF WASHINGTON VICE PR,SEATTLE,WASHINGTON,"47.6061389, -122.3328481"
"THE W.W. WILLIAMS COMPANY, LLC",DEARBORN,MICHIGAN,"42.3222599, -83.17631449999999"
"THE WOODS HOLE GROUP, INC.",BUZZARDS BAY,MASSACHUSETTS,"41.7453829, -70.618087"
THERMO ELECTRON NORTH AMERICA LLC,WEST PALM BEACH,FLORIDA,"26.7144532, -80.0549456"
THERMO SCIENTIFIC PORTABLE ANALYTICAL INSTRUMENTS INC.,TEWKSBURY,MASSACHUSETTS,"42.6106478, -71.23422479999999"
"THOMAS INSTRUMENT, INCORPORATED",BROOKSHIRE,TEXAS,"29.7860643, -95.95106609999999"
"THOMPSON ENGINEERING, INC.",MOBILE,ALABAMA,"30.6953657, -88.0398912"
THOMSON REUTERS SPECIAL SERVICES LLC,MC LEAN,VIRGINIA,"38.9338676, -77.1772604"
"THUNDERCAT TECHNOLOGY, LLC",RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
THYSSENKRUPP ROTHE ERDE USA INC.,AURORA,OHIO,"41.3175549, -81.3453858"
TIMKEN GEARS & SERVICES INC.,KING OF PRUSSIA,PENNSYLVANIA,"40.1012856, -75.3835525"
"TIP TOP POULTRY, INC.",MARIETTA,GEORGIA,"33.9532531, -84.5499358"
TITAN ROOFING INC,SPRINGFIELD,MASSACHUSETTS,"42.1013104, -72.58927419999999"
TK ELEVATOR CORPORATION,ADDISON,TEXAS,"32.96179, -96.82916850000001"
TLD AMERICA CORPORATION,WINDSOR,CONNECTICUT,"41.8525984, -72.64370219999999"
T-MOBILE USA INC,BELLEVUE,WASHINGTON,"47.6101497, -122.2015159"
TNT CONSTRUCTORS,BREMERTON,WASHINGTON,"47.5650067, -122.6269768"
TOP ACES CORP.,MESA,ARIZONA,"33.4151843, -111.8314724"
TORCH TECHNOLOGIES INC,HUNTSVILLE,ALABAMA,"34.7295497, -86.5853155"
"TORRENT TECHNOLOGIES, INC.",KALISPELL,MONTANA,"48.1919889, -114.3168131"
"TOTE MARITIME ALASKA, LLC",TACOMA,WASHINGTON,"47.255134, -122.4420002"
"TOTE MARITIME PUERTO RICO, LLC",JACKSONVILLE,FLORIDA,"30.3297566, -81.6591529"
"TOTE SERVICES, INC",JACKSONVILLE,FLORIDA,"30.3297566, -81.6591529"
"TOWILL, INC.",CONCORD,CALIFORNIA,"37.9817195, -122.025904"
TRACE SYSTEMS INC.,VIENNA,VIRGINIA,"38.9012225, -77.2652604"
"TRACE, INC.",GARDEN CITY,IDAHO,"43.6221108, -116.2381744"
"TRAHAN ARCHITECTS, (A PROFESSIONAL ARCHITECTURAL CORPORATION)",NEW ORLEANS,LOUISIANA,"29.9508941, -90.07583559999999"
TRAILER TECHNOLOGIES HOLDINGS LLC,WIXOM,MICHIGAN,"42.5247555, -83.5363268"
TRAINING RESOURCES GROUP INC,ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
"TRAINING, REHABILITATION & DEVELOPMENT INSTITUTE, INC.",SAN ANTONIO,TEXAS,"29.4251905, -98.4945922"
TRANE U.S. INC.,WHITE BEAR LAKE,MINNESOTA,"45.0502625, -93.015351"
TRANSDIGM INC,PAINESVILLE,OHIO,"41.7244885, -81.245657"
"TRANSDIGM, INC.",CLEVELAND,OHIO,"41.49932, -81.6943605"
TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,PHOENIX,ARIZONA,"33.4482266, -112.0776781"
TRANSLOGIC CORP.,BROOMFIELD,COLORADO,"39.9205411, -105.0866504"
TRANSMONTAIGNE PARTNERS L.P.,DENVER,COLORADO,"39.7392358, -104.990251"
TRANSOCEANIC CABLE SHIP COMPANY LLC,BALTIMORE,MARYLAND,"39.2905023, -76.6104072"
TRANSPORTATION RESEARCH CENTER INC,EAST LIBERTY,OHIO,"40.3310881, -83.58189209999999"
TRANSWORLD SYSTEMS INC.,FORT WASHINGTON,PENNSYLVANIA,"40.1416782, -75.19269369999999"
TRANSYLVANIA VOCATIONAL SERVICES INC,BREVARD,NORTH CAROLINA,"35.2334472, -82.7342919"
TRANSYSTEMS CORPORATION,KANSAS CITY,MISSOURI,"39.0997265, -94.5785667"
TRAX INTERNATIONAL CORPORATION,LAS VEGAS,NEVADA,"36.171563, -115.1391009"
"TRC GOVERNMENT SERVICES , LLC",TULSA,OKLAHOMA,"36.1551375, -95.98950099999999"
"TRELLISWARE TECHNOLOGIES, INC.",SAN DIEGO,CALIFORNIA,"32.715738, -117.1610838"
"TREVIICOS SOUTH, INC.",CHARLESTOWN,MASSACHUSETTS,"42.37865559999999, -71.0615977"
"TRIAD NATIONAL SECURITY, LLC",COLUMBUS,OHIO,"39.9625112, -83.0032218"
TRIALCARD INCORPORATED,MORRISVILLE,NORTH CAROLINA,"35.823483, -78.8255621"
TRIDENT SEAFOODS CORPORATION,SEATTLE,WASHINGTON,"47.6061389, -122.3328481"
"TRIDENT SERVICES, LLC",ROSWELL,GEORGIA,"34.0232431, -84.3615555"
TRILLION ERP NEXT GENERATION LLC,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
TRILLION TECHNOLOGY SOLUTIONS INC,RESTON,VIRGINIA,"38.9586307, -77.35700279999999"
TRIMAN INDUSTRIES INC,MORRISTOWN,NEW JERSEY,"40.7922983, -74.4763123"
TRIMBLE INC,DAYTON,OHIO,"39.7592225, -84.1936144"
TRINIDAD/BENHAM CORP.,DENVER,COLORADO,"39.7392358, -104.990251"
TRINITY CONSULTANTS INC,DALLAS,TEXAS,"32.7766642, -96.79698789999999"
TRINITY UNIVERSITY,SAN ANTONIO,TEXAS,"29.4251905, -98.4945922"
TRIPLE CANOPY INC,HERNDON,VIRGINIA,"38.9695545, -77.3860976"
TRITON MARINE CONSTRUCTION CORP.,BREMERTON,WASHINGTON,"47.5650067, -122.6269768"
"TRIUMPH ACTUATION SYSTEMS - YAKIMA, LLC",YAKIMA,WASHINGTON,"46.6022299, -120.5060955"
TRIUMPH ENGINE CONTROL SYSTEMS LLC,WEST HARTFORD,CONNECTICUT,"41.7619288, -72.7421737"
"TRIUMPH GEAR SYSTEMS, INC.",PARK CITY,UTAH,"40.6460622, -111.4979729"
TRIUMVIRATE ENVIRONMENTAL INC,SOMERVILLE,MASSACHUSETTS,"42.3875968, -71.0994968"
TRIWEST HEALTHCARE ALLIANCE CORP.,PHOENIX,ARIZONA,"33.4482266, -112.0776781"
TRU SIMULATION + TRAINING INC.,LUTZ,FLORIDA,"28.1511243, -82.4614831"
TRU SIMULATION + TRAINING INC.,GOOSE CREEK,SOUTH CAROLINA,"32.9810059, -80.03258670000001"
TRUE NORTH COMMUNICATIONS INC.,NEW YORK,NEW YORK,"40.7127753, -74.0059728"
TRUMBULL CORP & BRAYMAN CONSTRUCTION CORP JOINT VENTURE,PITTSBURGH,PENNSYLVANIA,"40.4386612, -79.99723519999999"
TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MASSACHUSETTS,"42.3555076, -71.0565364"
TRUSTEES OF DARTMOUTH COLLEGE,HANOVER,NEW HAMPSHIRE,"43.7022451, -72.2895526"
TRUSTEES OF THE COLORADO SCHOOL OF MINES,GOLDEN,COLORADO,"39.755543, -105.2210997"
"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA, THE",PHILADELPHIA,PENNSYLVANIA,"39.9525839, -75.1652215"
TRUSTEES OF TUFTS COLLEGE,BOSTON,MASSACHUSETTS,"42.3555076, -71.0565364"
TRX SYSTEMS INC,GREENBELT,MARYLAND,"39.0045544, -76.87552819999999"
"TTEC GOVERNMENT SOLUTIONS, LLC",GREENWOOD VILLAGE,COLORADO,"39.6172101, -104.9508141"
"TUCCI & SONS, INC.",TACOMA,WASHINGTON,"47.255134, -122.4420002"
"TUNNELL CONSULTING, INC.",BERWYN,PENNSYLVANIA,"40.045824, -75.4395931"
TURNER CONSTRUCTION COMPANY,NEW YORK,NEW YORK,"40.7127753, -74.0059728"
TURNING POINT GLOBAL SOLUTIONS LLC,ROCKVILLE,MARYLAND,"39.0839973, -77.1527578"
"TURNING POINT OF CENTRAL CALIFORNIA, INC.",VISALIA,CALIFORNIA,"36.3301329, -119.2966367"
TUTOR PERINI CORPORATION,SYLMAR,CALIFORNIA,"34.2994874, -118.4588292"
"TW METALS, INC.",CAROL STREAM,ILLINOIS,"41.91252859999999, -88.13479269999999"
TWC CORP,WILSONVILLE,OREGON,"45.3029344, -122.7726687"
TWIN DISC INCORPORATED,RACINE,WISCONSIN,"42.7261309, -87.78285230000002"
"TWO SIX LABS, LLC",ARLINGTON,VIRGINIA,"38.8827061, -77.0831211"
"TYLER FEDERAL, LLC",HERNDON,VIRGINIA,"38.9695545, -77.3860976"
TYSON FOODS INC.,SPRINGDALE,ARKANSAS,"36.1745404, -94.13898309999999"
TYSON FRESH MEATS INC,SPRINGDALE,ARKANSAS,"36.1745404, -94.13898309999999"
"TYTO ATHENE, LLC",HERNDON,VIRGINIA,"38.9695545, -77.3860976"
"TYTO GOVERNMENT SOLUTIONS, INC.",HERNDON,VIRGINIA,"38.9695545, -77.3860976"
U.S. BANK NATIONAL ASSOCIATION,MINNEAPOLIS,MINNESOTA,"44.977753, -93.2650108"
"U.S. MARINE MANAGEMENT, INCORPORATED",NORFOLK,VIRGINIA,"36.8507689, -76.28587259999999"
UES INC,DAYTON,OHIO,"39.7592225, -84.1936144"
"ULTISAT, INC.",GAITHERSBURG,MARYLAND,"39.1439689, -77.2016062"
ULTRA ELECTRONICS ADVANCED TACTICAL SYSTEMS INC,AUSTIN,TEXAS,"30.267153, -97.7430608"
ULTRA ELECTRONICS OCEAN SYSTEMS INC,BRAINTREE,MASSACHUSETTS,"42.2079017, -71.0040013"
"UNDERSEA SENSOR SYSTEMS, INC.",COLUMBIA CITY,INDIANA,"41.1570521, -85.4883851"
UNISON INDUSTRIES LLC,JACKSONVILLE,FLORIDA,"30.3297566, -81.6591529"
"UNISON SOFTWARE, INC.",DULLES,VIRGINIA,"38.9639112, -77.4496269"
"UNISON VIRTUAL ACQUISITION OFFICE, LLC",DULLES,VIRGINIA,"38.9639112, -77.4496269"
"UNIT-ASRC CONSTRUCTION, LLC",ANCHORAGE,ALASKA,"61.2175758, -149.8996785"
UNITED CLEANUP OAK RIDGE LLC,GERMANTOWN,MARYLAND,"39.1731621, -77.2716502"
"UNITED CONCORDIA COMPANIES, INC",CAMP HILL,PENNSYLVANIA,"40.23981180000001, -76.9199742"
UNITED GRAIN CORP OF OREGON,VANCOUVER,WASHINGTON,"45.6280277, -122.673865"
"UNITED LAUNCH SERVICES, LLC",CENTENNIAL,COLORADO,"39.5807452, -104.8771726"
UNITED NETWORK FOR ORGAN SHARING,RICHMOND,VIRGINIA,"37.5407246, -77.4360481"
UNITED PARCEL SERVICE CO.,LOUISVILLE,KENTUCKY,"38.2468618, -85.7663724"
UNITED PULSE TRADING INC,BISMARCK,NORTH DAKOTA,"46.8041643, -100.7877616"
UNITED STATES TECHNOLOGIES INC,FAIR LAWN,NEW JERSEY,"40.9355059, -74.133923"
"UNIVERSAL PROTECTION SERVICE, LIMITED PARTNERSHIP",IRVINE,CALIFORNIA,"33.6845673, -117.8265049"
"UNIVERSAL PROTECTION SERVICE, LLC",CONSHOHOCKEN,PENNSYLVANIA,"40.0792766, -75.3015714"
"UNIVERSAL TECHNICAL RESOURCE SERVICES, INC.",CHERRY HILL,NEW JERSEY,"39.9139124, -75.0102047"
UNIVERSITIES SPACE RESEARCH ASSOCIATION,WASHINGTON,DISTRICT OF COLUMBIA,"38.9071923, -77.0368707"
UNIVERSITY OF ALABAMA AT BIRMINGHAM,BIRMINGHAM,ALABAMA,"33.5185892, -86.8103567"
UNIVERSITY OF ALASKA FAIRBANKS,FAIRBANKS,ALASKA,"64.8400511, -147.7199756"
